Response,Sentiment,Emotion,Psychological_State
stressed about what hes missed out on in life freaked out that i might be losing the real stuff kinda zoned out like times whatever anxious im running out of chances pushes me to build better moments today inspired to live with more purpose overloaded by all the expectations not sure what to focus on anymore,Negative,Happy,Purpose-Driven
bogged down by the heaviness of it all like my past is just a remix i made up kinda zoned out like times whatever fired up to shake things up now pushes me to build better moments today inspired to live with more purpose overloaded by all the expectations not sure what to focus on anymore,Negative,Happy,Overwhelmed
searching for meaning in his past like my past is just a remix i made up like times this big meaningless blur feels like a chill acceptance of lifes flow too much to process how different life is now nervous about how my life stacks up online overloaded by all the expectations not sure what to focus on anymore,Negative,Happy,Reflective
stressed about what hes missed out on in life not sure whats legit anymore kinda zoned out like times whatever cant tell if thats freeing or scary samemy past isnt who i am mixed up about whats worth caring about overloaded by all the expectations lifes short and kinda unsettling,Neutral,Sad,Reflective
bogged down by the heaviness of it all like my past is just a remix i made up pumped to make every second count fired up to shake things up now makes me stress about not treasuring it enough mixed up about whats worth caring about ready to own my path lifes short and kinda unsettling,Negative,Calm,Reflective
bogged down by the heaviness of it all like my past is just a remix i made up kinda zoned out like times whatever fired up to shake things up now pushes me to build better moments today inspired to live with more purpose overloaded by all the expectations not sure what to focus on anymore,Positive,Excited,Disconnected
kinda detached just observing his own memories worried how my past looks to others like times this big meaningless blur feels like a chill acceptance of lifes flow too much to process how different life is now nervous about how my life stacks up online like a nudge to fix whats broken anxious my lifes not instaworthy,Positive,Happy,Disconnected
searching for meaning in his past like my past is just a remix i made up pumped to make every second count feels like a chill acceptance of lifes flow makes me stress about not treasuring it enough nervous about how my life stacks up online ready to own my path anxious my lifes not instaworthy,Neutral,Sad,Reflective
searching for meaning in his past like my past is just a remix i made up pumped to make every second count feels like a chill acceptance of lifes flow makes me stress about not treasuring it enough nervous about how my life stacks up online ready to own my path anxious my lifes not instaworthy,Negative,Excited,Disconnected
kinda detached just observing his own memories not sure whats legit anymore panicked theres not enough time to do it all anxious im running out of chances pushes me to build better moments today mixed up about whats worth caring about ready to own my path a kick to rethink how i roll,Positive,Anxious,Reflective
kinda detached just observing his own memories not sure whats legit anymore kinda zoned out like times whatever cant tell if thats freeing or scary samemy past isnt who i am inspired to live with more purpose like a nudge to fix whats broken anxious my lifes not instaworthy,Neutral,Excited,Overwhelmed
bogged down by the heaviness of it all freaked out that i might be losing the real stuff kinda zoned out like times whatever anxious im running out of chances pushes me to build better moments today mixed up about whats worth caring about overloaded by all the expectations a kick to rethink how i roll,Positive,Happy,Overwhelmed
stressed about what hes missed out on in life not sure whats legit anymore pumped to make every second count anxious im running out of chances pushes me to build better moments today creeped out by how fast time slips away overloaded by all the expectations lifes short and kinda unsettling,Negative,Calm,FOMO
searching for meaning in his past not sure whats legit anymore pumped to make every second count feels like a chill acceptance of lifes flow pushes me to build better moments today mixed up about whats worth caring about stressed im not keeping up with life anxious my lifes not instaworthy,Neutral,Calm,Disconnected
stressed about what hes missed out on in life like my past is just a remix i made up pumped to make every second count feels like a chill acceptance of lifes flow too much to process how different life is now nervous about how my life stacks up online stressed im not keeping up with life a kick to rethink how i roll,Positive,Calm,FOMO
stressed about what hes missed out on in life like my past is just a remix i made up like times this big meaningless blur feels like a chill acceptance of lifes flow too much to process how different life is now nervous about how my life stacks up online stressed im not keeping up with life lifes short and kinda unsettling,Neutral,Excited,Overwhelmed
searching for meaning in his past freaked out that i might be losing the real stuff like times this big meaningless blur fired up to shake things up now samemy past isnt who i am creeped out by how fast time slips away like a nudge to fix whats broken a kick to rethink how i roll,Positive,Happy,Purpose-Driven
searching for meaning in his past not sure whats legit anymore pumped to make every second count feels like a chill acceptance of lifes flow pushes me to build better moments today mixed up about whats worth caring about stressed im not keeping up with life anxious my lifes not instaworthy,Neutral,Excited,Purpose-Driven
searching for meaning in his past worried how my past looks to others kinda zoned out like times whatever anxious im running out of chances pushes me to build better moments today creeped out by how fast time slips away like a nudge to fix whats broken a kick to rethink how i roll,Positive,Happy,Reflective
kinda detached just observing his own memories not sure whats legit anymore panicked theres not enough time to do it all anxious im running out of chances pushes me to build better moments today mixed up about whats worth caring about ready to own my path a kick to rethink how i roll,Negative,Anxious,FOMO
bogged down by the heaviness of it all like my past is just a remix i made up pumped to make every second count feels like a chill acceptance of lifes flow too much to process how different life is now mixed up about whats worth caring about overloaded by all the expectations a kick to rethink how i roll,Negative,Calm,Overwhelmed
searching for meaning in his past freaked out that i might be losing the real stuff kinda zoned out like times whatever feels like a chill acceptance of lifes flow makes me stress about not treasuring it enough inspired to live with more purpose like a nudge to fix whats broken a kick to rethink how i roll,Neutral,Anxious,Purpose-Driven
stressed about what hes missed out on in life not sure whats legit anymore panicked theres not enough time to do it all feels like a chill acceptance of lifes flow too much to process how different life is now creeped out by how fast time slips away stressed im not keeping up with life lifes short and kinda unsettling,Negative,Excited,Purpose-Driven
bogged down by the heaviness of it all like my past is just a remix i made up panicked theres not enough time to do it all anxious im running out of chances makes me stress about not treasuring it enough creeped out by how fast time slips away like a nudge to fix whats broken lifes short and kinda unsettling,Positive,Excited,Overwhelmed
searching for meaning in his past worried how my past looks to others kinda zoned out like times whatever cant tell if thats freeing or scary makes me stress about not treasuring it enough creeped out by how fast time slips away stressed im not keeping up with life a kick to rethink how i roll,Negative,Calm,Overwhelmed
stressed about what hes missed out on in life not sure whats legit anymore panicked theres not enough time to do it all cant tell if thats freeing or scary samemy past isnt who i am creeped out by how fast time slips away like a nudge to fix whats broken a kick to rethink how i roll,Positive,Excited,Purpose-Driven
bogged down by the heaviness of it all not sure whats legit anymore pumped to make every second count cant tell if thats freeing or scary makes me stress about not treasuring it enough inspired to live with more purpose stressed im not keeping up with life anxious my lifes not instaworthy,Positive,Calm,Overwhelmed
searching for meaning in his past not sure whats legit anymore pumped to make every second count feels like a chill acceptance of lifes flow pushes me to build better moments today mixed up about whats worth caring about stressed im not keeping up with life anxious my lifes not instaworthy,Negative,Sad,FOMO
bogged down by the heaviness of it all like my past is just a remix i made up kinda zoned out like times whatever fired up to shake things up now pushes me to build better moments today inspired to live with more purpose overloaded by all the expectations not sure what to focus on anymore,Negative,Excited,FOMO
bogged down by the heaviness of it all worried how my past looks to others kinda zoned out like times whatever fired up to shake things up now too much to process how different life is now creeped out by how fast time slips away like a nudge to fix whats broken lifes short and kinda unsettling,Neutral,Anxious,Reflective
stressed about what hes missed out on in life not sure whats legit anymore panicked theres not enough time to do it all cant tell if thats freeing or scary samemy past isnt who i am creeped out by how fast time slips away like a nudge to fix whats broken a kick to rethink how i roll,Positive,Sad,Purpose-Driven
searching for meaning in his past like my past is just a remix i made up pumped to make every second count anxious im running out of chances pushes me to build better moments today nervous about how my life stacks up online stressed im not keeping up with life lifes short and kinda unsettling,Negative,Anxious,Purpose-Driven
kinda detached just observing his own memories worried how my past looks to others panicked theres not enough time to do it all anxious im running out of chances pushes me to build better moments today inspired to live with more purpose overloaded by all the expectations lifes short and kinda unsettling,Negative,Calm,FOMO
searching for meaning in his past freaked out that i might be losing the real stuff pumped to make every second count fired up to shake things up now too much to process how different life is now creeped out by how fast time slips away overloaded by all the expectations a kick to rethink how i roll,Positive,Happy,Reflective
searching for meaning in his past worried how my past looks to others pumped to make every second count feels like a chill acceptance of lifes flow samemy past isnt who i am inspired to live with more purpose ready to own my path a kick to rethink how i roll,Negative,Anxious,Overwhelmed
bogged down by the heaviness of it all worried how my past looks to others kinda zoned out like times whatever fired up to shake things up now too much to process how different life is now creeped out by how fast time slips away like a nudge to fix whats broken lifes short and kinda unsettling,Negative,Calm,Purpose-Driven
searching for meaning in his past freaked out that i might be losing the real stuff kinda zoned out like times whatever anxious im running out of chances too much to process how different life is now creeped out by how fast time slips away overloaded by all the expectations not sure what to focus on anymore,Positive,Excited,Disconnected
stressed about what hes missed out on in life like my past is just a remix i made up kinda zoned out like times whatever fired up to shake things up now pushes me to build better moments today inspired to live with more purpose like a nudge to fix whats broken a kick to rethink how i roll,Negative,Excited,Disconnected
stressed about what hes missed out on in life not sure whats legit anymore kinda zoned out like times whatever cant tell if thats freeing or scary samemy past isnt who i am mixed up about whats worth caring about overloaded by all the expectations lifes short and kinda unsettling,Negative,Calm,Purpose-Driven
kinda detached just observing his own memories freaked out that i might be losing the real stuff like times this big meaningless blur cant tell if thats freeing or scary too much to process how different life is now nervous about how my life stacks up online ready to own my path lifes short and kinda unsettling,Negative,Happy,Purpose-Driven
kinda detached just observing his own memories worried how my past looks to others like times this big meaningless blur feels like a chill acceptance of lifes flow too much to process how different life is now nervous about how my life stacks up online like a nudge to fix whats broken anxious my lifes not instaworthy,Positive,Anxious,FOMO
stressed about what hes missed out on in life worried how my past looks to others like times this big meaningless blur fired up to shake things up now too much to process how different life is now mixed up about whats worth caring about stressed im not keeping up with life lifes short and kinda unsettling,Positive,Calm,Reflective
stressed about what hes missed out on in life worried how my past looks to others like times this big meaningless blur fired up to shake things up now too much to process how different life is now mixed up about whats worth caring about stressed im not keeping up with life lifes short and kinda unsettling,Neutral,Anxious,Purpose-Driven
kinda detached just observing his own memories not sure whats legit anymore kinda zoned out like times whatever cant tell if thats freeing or scary samemy past isnt who i am inspired to live with more purpose like a nudge to fix whats broken anxious my lifes not instaworthy,Neutral,Sad,Purpose-Driven
searching for meaning in his past like my past is just a remix i made up pumped to make every second count feels like a chill acceptance of lifes flow makes me stress about not treasuring it enough nervous about how my life stacks up online ready to own my path anxious my lifes not instaworthy,Positive,Excited,Purpose-Driven
searching for meaning in his past worried how my past looks to others kinda zoned out like times whatever cant tell if thats freeing or scary makes me stress about not treasuring it enough creeped out by how fast time slips away stressed im not keeping up with life a kick to rethink how i roll,Neutral,Anxious,FOMO
bogged down by the heaviness of it all like my past is just a remix i made up pumped to make every second count fired up to shake things up now makes me stress about not treasuring it enough mixed up about whats worth caring about ready to own my path lifes short and kinda unsettling,Neutral,Calm,FOMO
searching for meaning in his past worried how my past looks to others pumped to make every second count feels like a chill acceptance of lifes flow samemy past isnt who i am inspired to live with more purpose ready to own my path a kick to rethink how i roll,Neutral,Sad,Reflective
bogged down by the heaviness of it all like my past is just a remix i made up pumped to make every second count fired up to shake things up now makes me stress about not treasuring it enough mixed up about whats worth caring about ready to own my path lifes short and kinda unsettling,Negative,Excited,Purpose-Driven
bogged down by the heaviness of it all freaked out that i might be losing the real stuff pumped to make every second count feels like a chill acceptance of lifes flow samemy past isnt who i am inspired to live with more purpose stressed im not keeping up with life a kick to rethink how i roll,Negative,Sad,Reflective
bogged down by the heaviness of it all like my past is just a remix i made up pumped to make every second count feels like a chill acceptance of lifes flow too much to process how different life is now mixed up about whats worth caring about overloaded by all the expectations a kick to rethink how i roll,Negative,Excited,Overwhelmed
kinda detached just observing his own memories not sure whats legit anymore kinda zoned out like times whatever feels like a chill acceptance of lifes flow pushes me to build better moments today nervous about how my life stacks up online ready to own my path not sure what to focus on anymore,Positive,Happy,FOMO
stressed about what hes missed out on in life not sure whats legit anymore panicked theres not enough time to do it all feels like a chill acceptance of lifes flow too much to process how different life is now creeped out by how fast time slips away stressed im not keeping up with life lifes short and kinda unsettling,Positive,Sad,FOMO
bogged down by the heaviness of it all like my past is just a remix i made up panicked theres not enough time to do it all anxious im running out of chances makes me stress about not treasuring it enough creeped out by how fast time slips away like a nudge to fix whats broken lifes short and kinda unsettling,Neutral,Happy,Disconnected
stressed about what hes missed out on in life like my past is just a remix i made up kinda zoned out like times whatever fired up to shake things up now pushes me to build better moments today inspired to live with more purpose like a nudge to fix whats broken a kick to rethink how i roll,Negative,Anxious,FOMO
kinda detached just observing his own memories worried how my past looks to others like times this big meaningless blur feels like a chill acceptance of lifes flow too much to process how different life is now nervous about how my life stacks up online like a nudge to fix whats broken anxious my lifes not instaworthy,Negative,Happy,Disconnected
kinda detached just observing his own memories freaked out that i might be losing the real stuff like times this big meaningless blur cant tell if thats freeing or scary too much to process how different life is now nervous about how my life stacks up online ready to own my path lifes short and kinda unsettling,Neutral,Excited,Reflective
kinda detached just observing his own memories worried how my past looks to others panicked theres not enough time to do it all cant tell if thats freeing or scary makes me stress about not treasuring it enough mixed up about whats worth caring about ready to own my path a kick to rethink how i roll,Positive,Excited,Reflective
kinda detached just observing his own memories freaked out that i might be losing the real stuff panicked theres not enough time to do it all fired up to shake things up now samemy past isnt who i am creeped out by how fast time slips away stressed im not keeping up with life not sure what to focus on anymore,Negative,Anxious,Disconnected
searching for meaning in his past not sure whats legit anymore kinda zoned out like times whatever cant tell if thats freeing or scary makes me stress about not treasuring it enough inspired to live with more purpose stressed im not keeping up with life lifes short and kinda unsettling,Negative,Happy,Reflective
kinda detached just observing his own memories not sure whats legit anymore kinda zoned out like times whatever feels like a chill acceptance of lifes flow pushes me to build better moments today nervous about how my life stacks up online ready to own my path not sure what to focus on anymore,Negative,Sad,Purpose-Driven
searching for meaning in his past not sure whats legit anymore pumped to make every second count fired up to shake things up now too much to process how different life is now creeped out by how fast time slips away ready to own my path lifes short and kinda unsettling,Negative,Sad,FOMO
bogged down by the heaviness of it all not sure whats legit anymore pumped to make every second count cant tell if thats freeing or scary makes me stress about not treasuring it enough inspired to live with more purpose stressed im not keeping up with life anxious my lifes not instaworthy,Positive,Calm,Disconnected
stressed about what hes missed out on in life worried how my past looks to others pumped to make every second count fired up to shake things up now too much to process how different life is now nervous about how my life stacks up online ready to own my path lifes short and kinda unsettling,Neutral,Happy,Reflective
stressed about what hes missed out on in life not sure whats legit anymore panicked theres not enough time to do it all cant tell if thats freeing or scary samemy past isnt who i am creeped out by how fast time slips away like a nudge to fix whats broken a kick to rethink how i roll,Positive,Calm,Overwhelmed
searching for meaning in his past freaked out that i might be losing the real stuff panicked theres not enough time to do it all fired up to shake things up now pushes me to build better moments today nervous about how my life stacks up online stressed im not keeping up with life a kick to rethink how i roll,Positive,Anxious,Disconnected
stressed about what hes missed out on in life worried how my past looks to others like times this big meaningless blur fired up to shake things up now too much to process how different life is now mixed up about whats worth caring about stressed im not keeping up with life lifes short and kinda unsettling,Neutral,Calm,Reflective
stressed about what hes missed out on in life worried how my past looks to others pumped to make every second count fired up to shake things up now too much to process how different life is now nervous about how my life stacks up online ready to own my path lifes short and kinda unsettling,Neutral,Sad,Disconnected
stressed about what hes missed out on in life worried how my past looks to others pumped to make every second count fired up to shake things up now samemy past isnt who i am nervous about how my life stacks up online ready to own my path not sure what to focus on anymore,Negative,Sad,Overwhelmed
kinda detached just observing his own memories not sure whats legit anymore panicked theres not enough time to do it all anxious im running out of chances pushes me to build better moments today mixed up about whats worth caring about ready to own my path a kick to rethink how i roll,Neutral,Excited,Reflective
stressed about what hes missed out on in life not sure whats legit anymore panicked theres not enough time to do it all feels like a chill acceptance of lifes flow too much to process how different life is now creeped out by how fast time slips away stressed im not keeping up with life lifes short and kinda unsettling,Neutral,Excited,Purpose-Driven
bogged down by the heaviness of it all like my past is just a remix i made up panicked theres not enough time to do it all anxious im running out of chances makes me stress about not treasuring it enough creeped out by how fast time slips away like a nudge to fix whats broken lifes short and kinda unsettling,Positive,Excited,Disconnected
searching for meaning in his past freaked out that i might be losing the real stuff panicked theres not enough time to do it all anxious im running out of chances pushes me to build better moments today creeped out by how fast time slips away overloaded by all the expectations lifes short and kinda unsettling,Negative,Anxious,Disconnected
stressed about what hes missed out on in life freaked out that i might be losing the real stuff panicked theres not enough time to do it all fired up to shake things up now too much to process how different life is now nervous about how my life stacks up online overloaded by all the expectations anxious my lifes not instaworthy,Negative,Calm,Purpose-Driven
stressed about what hes missed out on in life not sure whats legit anymore pumped to make every second count anxious im running out of chances pushes me to build better moments today creeped out by how fast time slips away overloaded by all the expectations lifes short and kinda unsettling,Neutral,Sad,FOMO
stressed about what hes missed out on in life like my past is just a remix i made up pumped to make every second count feels like a chill acceptance of lifes flow too much to process how different life is now nervous about how my life stacks up online stressed im not keeping up with life a kick to rethink how i roll,Neutral,Anxious,Reflective
searching for meaning in his past freaked out that i might be losing the real stuff panicked theres not enough time to do it all fired up to shake things up now pushes me to build better moments today nervous about how my life stacks up online stressed im not keeping up with life a kick to rethink how i roll,Negative,Happy,Overwhelmed
kinda detached just observing his own memories worried how my past looks to others panicked theres not enough time to do it all anxious im running out of chances pushes me to build better moments today inspired to live with more purpose overloaded by all the expectations lifes short and kinda unsettling,Neutral,Happy,FOMO
stressed about what hes missed out on in life like my past is just a remix i made up panicked theres not enough time to do it all cant tell if thats freeing or scary too much to process how different life is now nervous about how my life stacks up online ready to own my path anxious my lifes not instaworthy,Negative,Happy,Reflective
kinda detached just observing his own memories freaked out that i might be losing the real stuff like times this big meaningless blur cant tell if thats freeing or scary too much to process how different life is now nervous about how my life stacks up online ready to own my path lifes short and kinda unsettling,Negative,Anxious,Disconnected
bogged down by the heaviness of it all like my past is just a remix i made up kinda zoned out like times whatever fired up to shake things up now pushes me to build better moments today inspired to live with more purpose overloaded by all the expectations not sure what to focus on anymore,Negative,Calm,Reflective
stressed about what hes missed out on in life like my past is just a remix i made up kinda zoned out like times whatever fired up to shake things up now pushes me to build better moments today inspired to live with more purpose like a nudge to fix whats broken a kick to rethink how i roll,Neutral,Anxious,Purpose-Driven
kinda detached just observing his own memories worried how my past looks to others kinda zoned out like times whatever cant tell if thats freeing or scary pushes me to build better moments today mixed up about whats worth caring about stressed im not keeping up with life a kick to rethink how i roll,Positive,Happy,FOMO
stressed about what hes missed out on in life not sure whats legit anymore pumped to make every second count anxious im running out of chances pushes me to build better moments today creeped out by how fast time slips away overloaded by all the expectations lifes short and kinda unsettling,Positive,Anxious,Reflective
kinda detached just observing his own memories not sure whats legit anymore kinda zoned out like times whatever feels like a chill acceptance of lifes flow pushes me to build better moments today nervous about how my life stacks up online ready to own my path not sure what to focus on anymore,Positive,Sad,FOMO
kinda detached just observing his own memories worried how my past looks to others panicked theres not enough time to do it all anxious im running out of chances pushes me to build better moments today inspired to live with more purpose overloaded by all the expectations lifes short and kinda unsettling,Negative,Happy,Purpose-Driven
bogged down by the heaviness of it all not sure whats legit anymore pumped to make every second count cant tell if thats freeing or scary makes me stress about not treasuring it enough inspired to live with more purpose stressed im not keeping up with life anxious my lifes not instaworthy,Negative,Calm,Purpose-Driven
bogged down by the heaviness of it all freaked out that i might be losing the real stuff kinda zoned out like times whatever cant tell if thats freeing or scary samemy past isnt who i am mixed up about whats worth caring about like a nudge to fix whats broken anxious my lifes not instaworthy,Neutral,Excited,Overwhelmed
stressed about what hes missed out on in life not sure whats legit anymore pumped to make every second count anxious im running out of chances pushes me to build better moments today creeped out by how fast time slips away overloaded by all the expectations lifes short and kinda unsettling,Neutral,Anxious,Disconnected
stressed about what hes missed out on in life like my past is just a remix i made up pumped to make every second count feels like a chill acceptance of lifes flow too much to process how different life is now nervous about how my life stacks up online stressed im not keeping up with life a kick to rethink how i roll,Neutral,Excited,Reflective
searching for meaning in his past like my past is just a remix i made up pumped to make every second count anxious im running out of chances pushes me to build better moments today nervous about how my life stacks up online stressed im not keeping up with life lifes short and kinda unsettling,Positive,Calm,Overwhelmed
stressed about what hes missed out on in life like my past is just a remix i made up pumped to make every second count anxious im running out of chances samemy past isnt who i am nervous about how my life stacks up online ready to own my path anxious my lifes not instaworthy,Positive,Anxious,Purpose-Driven
kinda detached just observing his own memories freaked out that i might be losing the real stuff like times this big meaningless blur cant tell if thats freeing or scary too much to process how different life is now nervous about how my life stacks up online ready to own my path lifes short and kinda unsettling,Negative,Anxious,Reflective
stressed about what hes missed out on in life worried how my past looks to others pumped to make every second count fired up to shake things up now too much to process how different life is now nervous about how my life stacks up online ready to own my path lifes short and kinda unsettling,Negative,Happy,Disconnected
stressed about what hes missed out on in life not sure whats legit anymore kinda zoned out like times whatever anxious im running out of chances pushes me to build better moments today inspired to live with more purpose stressed im not keeping up with life a kick to rethink how i roll,Positive,Calm,Overwhelmed
kinda detached just observing his own memories worried how my past looks to others like times this big meaningless blur cant tell if thats freeing or scary too much to process how different life is now creeped out by how fast time slips away stressed im not keeping up with life not sure what to focus on anymore,Positive,Anxious,Disconnected
searching for meaning in his past like my past is just a remix i made up pumped to make every second count feels like a chill acceptance of lifes flow makes me stress about not treasuring it enough nervous about how my life stacks up online ready to own my path anxious my lifes not instaworthy,Negative,Sad,FOMO
bogged down by the heaviness of it all like my past is just a remix i made up pumped to make every second count fired up to shake things up now makes me stress about not treasuring it enough mixed up about whats worth caring about ready to own my path lifes short and kinda unsettling,Neutral,Happy,Disconnected
stressed about what hes missed out on in life like my past is just a remix i made up kinda zoned out like times whatever fired up to shake things up now pushes me to build better moments today inspired to live with more purpose like a nudge to fix whats broken a kick to rethink how i roll,Negative,Anxious,Overwhelmed
bogged down by the heaviness of it all like my past is just a remix i made up pumped to make every second count feels like a chill acceptance of lifes flow too much to process how different life is now mixed up about whats worth caring about overloaded by all the expectations a kick to rethink how i roll,Neutral,Anxious,Reflective
stressed about what hes missed out on in life not sure whats legit anymore panicked theres not enough time to do it all cant tell if thats freeing or scary samemy past isnt who i am creeped out by how fast time slips away like a nudge to fix whats broken a kick to rethink how i roll,Neutral,Anxious,Reflective
kinda detached just observing his own memories worried how my past looks to others kinda zoned out like times whatever cant tell if thats freeing or scary pushes me to build better moments today mixed up about whats worth caring about stressed im not keeping up with life a kick to rethink how i roll,Neutral,Anxious,Purpose-Driven
kinda detached just observing his own memories freaked out that i might be losing the real stuff like times this big meaningless blur feels like a chill acceptance of lifes flow samemy past isnt who i am creeped out by how fast time slips away stressed im not keeping up with life not sure what to focus on anymore,Neutral,Happy,Purpose-Driven
stressed about what hes missed out on in life freaked out that i might be losing the real stuff panicked theres not enough time to do it all fired up to shake things up now too much to process how different life is now nervous about how my life stacks up online overloaded by all the expectations anxious my lifes not instaworthy,Neutral,Calm,Overwhelmed
stressed about what hes missed out on in life like my past is just a remix i made up pumped to make every second count feels like a chill acceptance of lifes flow too much to process how different life is now nervous about how my life stacks up online stressed im not keeping up with life a kick to rethink how i roll,Positive,Calm,FOMO
kinda detached just observing his own memories worried how my past looks to others panicked theres not enough time to do it all cant tell if thats freeing or scary makes me stress about not treasuring it enough mixed up about whats worth caring about ready to own my path a kick to rethink how i roll,Negative,Happy,FOMO
bogged down by the heaviness of it all freaked out that i might be losing the real stuff kinda zoned out like times whatever anxious im running out of chances pushes me to build better moments today mixed up about whats worth caring about overloaded by all the expectations a kick to rethink how i roll,Negative,Anxious,Purpose-Driven
kinda detached just observing his own memories not sure whats legit anymore kinda zoned out like times whatever anxious im running out of chances too much to process how different life is now nervous about how my life stacks up online ready to own my path lifes short and kinda unsettling,Neutral,Excited,Disconnected
kinda detached just observing his own memories worried how my past looks to others kinda zoned out like times whatever cant tell if thats freeing or scary pushes me to build better moments today mixed up about whats worth caring about stressed im not keeping up with life a kick to rethink how i roll,Negative,Calm,Purpose-Driven
bogged down by the heaviness of it all like my past is just a remix i made up pumped to make every second count feels like a chill acceptance of lifes flow too much to process how different life is now mixed up about whats worth caring about overloaded by all the expectations a kick to rethink how i roll,Neutral,Sad,Disconnected
kinda detached just observing his own memories worried how my past looks to others panicked theres not enough time to do it all anxious im running out of chances pushes me to build better moments today inspired to live with more purpose overloaded by all the expectations lifes short and kinda unsettling,Negative,Excited,Reflective
bogged down by the heaviness of it all freaked out that i might be losing the real stuff pumped to make every second count feels like a chill acceptance of lifes flow samemy past isnt who i am inspired to live with more purpose stressed im not keeping up with life a kick to rethink how i roll,Negative,Sad,Disconnected
kinda detached just observing his own memories freaked out that i might be losing the real stuff panicked theres not enough time to do it all fired up to shake things up now samemy past isnt who i am creeped out by how fast time slips away stressed im not keeping up with life not sure what to focus on anymore,Negative,Anxious,Purpose-Driven
stressed about what hes missed out on in life like my past is just a remix i made up like times this big meaningless blur cant tell if thats freeing or scary samemy past isnt who i am nervous about how my life stacks up online ready to own my path a kick to rethink how i roll,Negative,Happy,Purpose-Driven
kinda detached just observing his own memories worried how my past looks to others kinda zoned out like times whatever anxious im running out of chances pushes me to build better moments today nervous about how my life stacks up online overloaded by all the expectations anxious my lifes not instaworthy,Positive,Happy,Overwhelmed
searching for meaning in his past freaked out that i might be losing the real stuff panicked theres not enough time to do it all fired up to shake things up now pushes me to build better moments today nervous about how my life stacks up online stressed im not keeping up with life a kick to rethink how i roll,Positive,Calm,Purpose-Driven
kinda detached just observing his own memories not sure whats legit anymore panicked theres not enough time to do it all anxious im running out of chances pushes me to build better moments today mixed up about whats worth caring about ready to own my path a kick to rethink how i roll,Positive,Happy,Reflective
kinda detached just observing his own memories worried how my past looks to others kinda zoned out like times whatever anxious im running out of chances pushes me to build better moments today nervous about how my life stacks up online overloaded by all the expectations anxious my lifes not instaworthy,Negative,Sad,FOMO
searching for meaning in his past not sure whats legit anymore pumped to make every second count fired up to shake things up now too much to process how different life is now creeped out by how fast time slips away ready to own my path lifes short and kinda unsettling,Negative,Calm,FOMO
searching for meaning in his past freaked out that i might be losing the real stuff like times this big meaningless blur fired up to shake things up now samemy past isnt who i am creeped out by how fast time slips away like a nudge to fix whats broken a kick to rethink how i roll,Negative,Anxious,Reflective
searching for meaning in his past freaked out that i might be losing the real stuff panicked theres not enough time to do it all feels like a chill acceptance of lifes flow too much to process how different life is now mixed up about whats worth caring about like a nudge to fix whats broken anxious my lifes not instaworthy,Neutral,Excited,Disconnected
stressed about what hes missed out on in life not sure whats legit anymore panicked theres not enough time to do it all cant tell if thats freeing or scary samemy past isnt who i am creeped out by how fast time slips away like a nudge to fix whats broken a kick to rethink how i roll,Positive,Calm,FOMO
kinda detached just observing his own memories not sure whats legit anymore kinda zoned out like times whatever feels like a chill acceptance of lifes flow pushes me to build better moments today nervous about how my life stacks up online ready to own my path not sure what to focus on anymore,Neutral,Sad,Purpose-Driven
bogged down by the heaviness of it all worried how my past looks to others kinda zoned out like times whatever fired up to shake things up now too much to process how different life is now creeped out by how fast time slips away like a nudge to fix whats broken lifes short and kinda unsettling,Negative,Excited,Disconnected
bogged down by the heaviness of it all freaked out that i might be losing the real stuff kinda zoned out like times whatever anxious im running out of chances pushes me to build better moments today mixed up about whats worth caring about overloaded by all the expectations a kick to rethink how i roll,Neutral,Excited,Reflective
searching for meaning in his past freaked out that i might be losing the real stuff panicked theres not enough time to do it all anxious im running out of chances pushes me to build better moments today creeped out by how fast time slips away overloaded by all the expectations lifes short and kinda unsettling,Negative,Anxious,Overwhelmed
searching for meaning in his past not sure whats legit anymore pumped to make every second count fired up to shake things up now too much to process how different life is now creeped out by how fast time slips away ready to own my path lifes short and kinda unsettling,Neutral,Calm,Overwhelmed
kinda detached just observing his own memories not sure whats legit anymore panicked theres not enough time to do it all anxious im running out of chances pushes me to build better moments today mixed up about whats worth caring about ready to own my path a kick to rethink how i roll,Neutral,Happy,Purpose-Driven
bogged down by the heaviness of it all worried how my past looks to others panicked theres not enough time to do it all feels like a chill acceptance of lifes flow pushes me to build better moments today nervous about how my life stacks up online overloaded by all the expectations anxious my lifes not instaworthy,Negative,Sad,Disconnected
searching for meaning in his past freaked out that i might be losing the real stuff panicked theres not enough time to do it all fired up to shake things up now pushes me to build better moments today nervous about how my life stacks up online stressed im not keeping up with life a kick to rethink how i roll,Neutral,Anxious,Purpose-Driven
stressed about what hes missed out on in life like my past is just a remix i made up pumped to make every second count feels like a chill acceptance of lifes flow too much to process how different life is now nervous about how my life stacks up online stressed im not keeping up with life a kick to rethink how i roll,Positive,Anxious,Reflective
searching for meaning in his past worried how my past looks to others pumped to make every second count feels like a chill acceptance of lifes flow samemy past isnt who i am inspired to live with more purpose ready to own my path a kick to rethink how i roll,Negative,Sad,Purpose-Driven
stressed about what hes missed out on in life worried how my past looks to others pumped to make every second count fired up to shake things up now samemy past isnt who i am nervous about how my life stacks up online ready to own my path not sure what to focus on anymore,Neutral,Happy,Disconnected
